"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
195.0,1561.200620940515,3097.2659263878045,129.6995170220791,28362.842792072246,302.37588090418166,36.932449315782435,93.35724965819077,1.3162319056999252
210.0,1520.4671917159503,3059.427279166487,131.24500779479126,22014.220000772595,304.7588496877639,32.78403823163206,105.15983443686999,1.519161810394088
211.0,1516.49784782948,3057.0001474430082,130.6597925466561,21774.1892695095,302.89173237837406,34.0099403499071,123.79330246503764,1.5375737915588035
212.0,1517.9998390751944,3062.439102206709,131.4046224075501,21966.18869774083,304.7628172023661,38.0328316608384,101.01458348251498,1.5958649336317074
234.0,1549.945161394586,3020.681802329026,129.29958827234668,1499.5819968701032,308.9617298793667,28.0958292481118,96.25910788071046,10.956431684802107
235.0,1545.7845531101043,3023.2456437990177,135.5859828297596,5317.724689765516,300.23289603912986,28.294425112214206,99.70752519676806,4.087584520357407
255.0,1603.9503145208391,3054.7752928337673,130.18837173511545,59268.32483836558,303.9139425453433,32.93138932909792,92.34144212118206,0.8336696831545263
256.0,1603.7103563480555,3057.532690689458,130.1217552209959,5185.122037739545,304.1409531737909,32.30607311225017,131.731921354295,4.227057723182155
257.0,1604.3452026440073,3054.2044777726487,131.14829384425204,58900.52199217541,300.1445752996696,34.95555779260267,93.90592492819871,0.8500254646555909
301.0,1556.243425819091,3015.1638445568724,130.99338025486924,50342.90920989274,305.7566194505785,31.266427408677036,83.40956907264471,0.9140963161682866
302.0,1555.7689794955281,3017.5329573811205,131.79748605430515,35975.95863553135,305.0735806562109,44.19601096195731,107.54715730948419,1.213276525124528
303.0,1556.5238857274408,3014.211556499636,132.02474371213435,50052.65114256158,302.47324102669535,39.44920801850005,120.51690995366968,0.9614552114107641
336.0,1544.436480083185,3088.522605693684,134.05983011273503,12781.303423324085,295.7178751684103,34.7747789685257,129.776074696541,2.3079153062819473
337.0,1553.8970220644037,3091.364830512216,131.7981119362346,3268.551905241799,296.4371337921516,30.082608025225547,113.02043367302655,6.031164476627652
338.0,1549.6801612185584,3082.142343923345,128.50738338825192,12205.38029007459,303.08612785186443,38.19563519828966,133.3222804259203,2.3458168361673732
377.0,1585.160542319154,3042.1992692790627,129.9477734664021,42324.59746775729,313.6028954154834,51.47568057778821,121.79715457109916,1.1235842903557924
378.0,1586.6300733220353,3041.6870004805282,131.3696365358366,45800.85953037602,292.7665841081537,38.794880802365505,140.54301237193187,1.004975799339597
434.0,1534.7035990845827,3045.9959613997007,132.6925139826896,28280.563499570057,296.06529637755966,38.26080518563702,141.08268857918065,1.3702927923808852
435.0,1530.3611453737087,3042.3309711035877,131.83781330693452,12262.337709436724,296.8006270385615,36.81187497322956,158.4094568921423,2.383654240309471
436.0,1532.8724276645194,3044.671061060887,131.41470518199594,28188.38935567755,309.0410651801847,35.20052773295942,96.6494504578285,1.325742655961286
437.0,1531.1356590049145,3045.2837853889478,131.60669271757936,28305.342028887557,304.70693593989984,32.87250276571281,99.70547081303899,1.3024658035499934
445.0,1518.7689604421853,3043.7250294792484,133.29367704392058,4678.861288209523,298.07985330032886,31.538463170834394,126.3370567304599,4.704444029086255
446.0,1535.1842086031024,3052.319560740147,144.04658897570826,5428.621226020344,295.91924367728456,34.665576910663454,139.96994036389867,5.027241614147389
465.0,1602.6773150636714,3052.580639834216,128.8813527515471,9879.255166966552,304.31040294616713,26.84712494290167,84.8036361219435,2.361986553410887
466.0,1604.0911392996065,3059.3219744029125,133.50962333308135,10509.37416652986,305.5200802618812,34.43124626236812,111.75544664806478,2.6350134468794013
474.0,1542.6453731969318,3058.231627109413,131.458575728921,32800.875873087505,299.6558223146764,36.58987594484024,107.50686963739592,1.2180293652047915
475.0,1547.246894112327,3057.029986491071,131.99779719729193,32677.556060589446,297.7902234889056,37.93709540016903,130.72458015562736,1.2382903804507774
505.0,1564.8326656181553,3020.087385855304,137.85190693746677,3745.7031990316354,300.59422759341624,34.82172490407172,141.0847163222077,6.430855593712904
517.0,1544.6399112378892,3034.225477624278,133.5171525266188,8027.095104628543,295.67583377376843,31.434272140692006,109.58426735626675,3.0809005287414695
518.0,1551.062577072971,3028.6290710339613,127.7972650619894,7677.3119466068865,297.7372614988138,32.56355992067686,123.98574254039082,3.040349583157823
542.0,1532.4256019562301,3072.926266968859,132.24761688785935,38714.9631675079,294.47444078889856,34.89651337249024,109.30826883523922,1.0966233727919372
543.0,1529.6068248107567,3072.6867481502654,131.8940449106986,19676.93248037145,300.4825569435342,34.19765352457925,100.9924121511691,1.6655233535290181
555.0,1544.428075294446,3058.223187062038,130.62105465024302,49798.86031728161,301.24800534086927,44.27605820670645,119.03287852331978,0.9767232998130653
556.0,1541.7810912756358,3057.4988955941053,129.25113528837085,10336.739245395514,299.2538833972728,35.7808773898397,136.84923835000703,2.592627954522417
557.0,1546.7957996861055,3059.024768424279,130.21002494274308,50008.62659824934,302.9113231424534,39.20075499970789,93.78473871526884,0.9455894040607022
577.0,1607.175812167179,3049.5167600110144,126.07240715811452,6723.656008013876,307.13237328898737,33.53290357165576,127.3117906935815,3.3487460421219346
578.0,1598.4720842576485,3060.090896795175,127.74274044749671,4759.06997829689,300.264602215351,28.941577600921843,105.74951364311381,4.1199736972241245
594.0,1603.5372738480385,3058.820391748215,130.0508323318603,9295.72539050834,294.88855245202126,36.255811875775386,161.15362106867437,2.853159205847411
681.0,1584.3531739909354,3042.301738030251,133.34443421235054,13129.519114587254,302.28064811875396,33.21521268810849,102.88188664977206,2.203959852289135
696.0,1571.82252865299,3027.608263994052,132.256504984061,24358.71130766277,302.2244225697701,37.90098335932886,118.56287795569858,1.5003245628059207
697.0,1568.8077946945841,3028.4069989851514,130.85131075354192,8920.739903307125,301.87553102134825,32.1358158972948,106.67312395794796,2.7951457858339315
698.0,1572.098467515991,3027.771433547322,131.64115105319638,23717.441658862903,290.659646345404,42.06216421331625,146.5701446759562,1.5743428277097626
701.0,1546.1730143662762,3058.30841036279,130.58529663431815,57176.619414122026,293.98474735386804,43.469164277817626,141.3163654611203,0.8937584440230772
702.0,1549.280980133893,3055.9974437272813,131.32487422537756,27670.03861920036,302.3479125407117,46.803538521760856,115.89539290381921,1.469395146867202
703.0,1546.6792748789385,3058.9793320907797,131.63327075209108,57841.512938243024,301.6529500273973,48.59632359732104,141.30933453051063,0.9187349973960546
784.0,1544.7270577906174,3027.8951022052743,131.20951971996737,41268.387231487,305.84142881674825,44.784154093992,131.2367902648554,1.1084690077058104
785.0,1542.999035910714,3029.623084027164,130.743713532618,17151.953852934403,300.72611881613454,36.11659829841114,141.61854951206533,1.8410757944422556
786.0,1543.4547874803354,3031.877680028372,132.61445023575877,40920.17328705682,295.6285032724733,38.731563127456575,157.97120514758726,1.0879894944798516
796.0,1578.6744547134342,3085.2035326730625,134.71805467762144,16629.40306129115,295.6912029926517,33.27394789341635,116.81019207396935,1.8988706345022581
797.0,1575.4983679614697,3085.6669488187363,131.65057517144766,11941.576904326035,305.64186087987093,38.07386483498202,151.71812945784103,2.46563496041239
798.0,1552.128387117994,3040.414711271882,131.64755633471242,73137.76580537092,296.2031858227884,55.477685746807666,146.91244822176998,0.8202244332490488
799.0,1573.7367447511135,3082.362212137639,131.5617144736624,16419.18930303269,293.8153301825094,31.298961445328505,107.88708944162617,1.8185156031103873
812.0,1549.0111733039253,3029.021337902608,131.95801522373995,9278.17896088508,296.8449679706771,26.33043702344963,80.69160974722392,2.5260270900978683
813.0,1542.7306568964352,3030.463569671373,132.604269971012,26439.88629827768,299.97850650316985,37.17707707161301,142.93484560898995,1.4180767412890338
872.0,1590.1968142702094,3069.814864468027,130.68490336897926,35331.504987507484,301.4442982963827,38.93789421574777,120.76193842379828,1.172576077384394
873.0,1589.0456973286255,3071.695151901676,130.39934346161962,24383.912419291155,298.2861431056505,34.57378720247549,110.46024824473247,1.4327781537340838
874.0,1589.8444419194277,3069.513912067365,130.99828339300717,34198.522726519725,304.44555141857535,39.69533758498617,106.70252684402651,1.206433730019626
915.0,1524.1859147049477,3067.4678510935423,130.50955645149358,52315.31781581084,300.1120742429661,44.84220248194354,159.8071631122483,0.9493128986307624
916.0,1513.3470223275158,3060.414029747705,131.61608291425563,13989.997286534359,304.0985250546104,37.33323734690517,159.0132581934557,2.1741384143140605
917.0,1518.8691423486189,3058.587734150946,130.27222329386828,22599.8178169546,296.25708404711185,39.24829595502119,145.68199331580078,1.56494001443734
936.0,1565.7948127657319,3062.315067501576,127.30306440261555,6224.361836406375,299.368427059394,26.99541287666491,87.39828006413981,3.2249164207146417
940.0,1557.5779180147974,3043.1051285876724,130.65101884786,30701.001987061158,297.8539206631634,39.96790196217092,141.42319302670475,1.2908484654263657
941.0,1558.694216682305,3042.1674302757674,129.8041205131394,43776.336071022284,302.73851539199796,34.94236208468522,96.932070913537,0.9980422110552095
966.0,1563.0596469861641,3102.7443525538674,133.1809090529995,32761.599582192484,292.9352029965054,45.026014378745735,131.32894675064702,1.315794795610584
967.0,1565.2186166890697,3104.017073173227,131.77605692784556,21558.685013918388,298.5713755064008,31.927674415893183,109.5190801346593,1.5359640988085395
968.0,1561.5156727616954,3099.168422495478,132.86285304342505,32394.391143956527,293.82322236404855,39.60136015667067,142.96800988113102,1.2699978098280722
969.0,1564.3923719649715,3098.8493803571714,132.04951486893663,32417.97228738022,305.78416039992624,33.65676176371686,115.75908282455603,1.2096793581151473
1035.0,1558.9481112093165,3072.9877289560764,133.7667798137667,11715.77665549024,297.9246083358614,32.18868869813561,131.16757442339565,2.3684336529314396
1036.0,1562.6641793197887,3068.4112530659872,133.5403121790277,9820.362286596892,297.9291106008021,32.6731929011573,126.69225844154067,2.7027968682817316
1037.0,1562.1627011442763,3069.3158454183526,128.37997479342553,11231.252029179153,305.1845902398257,42.37954992404303,152.39897732380115,2.630952068708993
1092.0,1542.9727050998194,3029.408320194876,131.3615522959194,57060.24888960094,301.4429861774812,38.83099124766465,93.44690145040639,0.8818159025638918
1093.0,1542.5054589116073,3030.397776651418,131.69709375537374,21897.04972086916,301.51948681300735,38.65454547164482,130.9411188952842,1.6130369749692999
1094.0,1543.3535514242524,3029.297598492545,129.17617485731287,56718.41558790392,305.8372810244421,53.92834409236241,129.39013831697238,0.9344166494735129
1136.0,1517.8059810077264,3059.698340136219,135.8473876338938,6420.012461171556,296.4859124949442,29.907181053808344,104.31662202754498,3.6520042923189924
1137.0,1507.4026088098435,3048.0677234790455,136.97379636551187,1240.7599714662229,306.8411355251413,32.06130582241935,128.5548219910925,16.208306433361063
1148.0,1553.714292860082,3012.4192965392876,133.48633270442295,17372.008723219173,296.4208164665759,35.28041798496154,131.95633466970327,1.8600654677866235
1149.0,1548.4479966363397,3003.8956222740717,135.39851465399053,2153.969992019476,302.4788627807464,30.222261996426827,115.62158305728656,9.108805597085896
1150.0,1556.4498676440926,3017.395139811552,132.51037273665514,17726.806622772307,298.662975678731,40.195412784534405,109.74988266766796,1.912512851582986
1151.0,1555.6141410043624,3014.20358639879,133.03580463109768,17328.674650280613,297.1305182194143,37.733751729100014,141.88035834225275,1.9036676102025152
1177.0,1587.378750687102,3040.831489334717,130.45678822956398,47776.91712920347,300.92795332475276,38.685876498233654,122.97686815140509,0.9713523073316785
1178.0,1588.1173664944984,3040.111637755921,129.18502262457957,13647.829001982034,305.2162757629815,31.695186837701588,115.83034252142033,2.0190735111802534
1179.0,1585.602361324924,3039.5126547162918,131.22042801527144,47793.3369760541,294.55882346938324,52.561415674439424,127.71913823801707,1.0569955458821412
1223.0,1599.0712951422242,3049.415162084051,126.9435046098232,1791.3075415512526,298.0423510692012,27.63683926478584,99.63136596091822,8.9368652980686
1243.0,1547.4846929732873,3080.8424930630604,133.8339399107412,12728.08974124547,301.7637941931398,31.107104709430807,111.52346726382596,2.2053103928201296
1253.0,1564.647900841595,3101.788365359029,133.76293078538055,17048.735791352803,295.8531888206992,34.502822446581085,111.58070381005918,1.8738680286526987
1254.0,1557.564638714932,3101.7152776709213,123.7684198788179,5171.523341933567,305.77114622264,28.09758960885677,90.50697528950059,3.6245315943937517
1255.0,1566.3574846659003,3103.405238751866,134.14747230168476,17157.626105974785,300.59946362339775,37.81174673316756,149.911762551391,1.9406409489594436
1256.0,1562.8667772462347,3102.165559228345,129.21803034145415,17211.482249823308,294.58631029246294,39.757696229952906,151.514299361431,1.8774153148877117
1303.0,1562.936780641339,3031.929471832695,135.09943584941453,7838.581848117824,298.17493048041644,32.83178884729603,119.62864662518132,3.265985052721455
1304.0,1570.3079371590889,3026.809596503385,129.50974570424577,14619.907537667172,297.5383717788039,33.97998787534778,125.74470984170695,1.983034231759233
1317.0,1562.0978879761788,3097.4049976421365,132.4093454657047,22741.83442508876,297.1238431707263,43.485448456057405,127.5698319760322,1.6549925782660988
1335.0,1547.1309139212117,3085.7388316405245,132.08264774685173,13932.525221463275,302.44685648400247,30.75342388007421,94.64106257952993,2.028121853548882
1337.0,1534.8285346373052,3073.75522381717,131.36457141884082,41909.922350260036,299.82952510328886,52.91158731100319,156.94723553985716,1.1577602358438488
1338.0,1531.0383121089271,3075.312353119981,132.22274731209635,31798.065165157474,299.6203185903882,36.129119388098935,101.34808043887382,1.2466307590517036
1339.0,1532.73033966218,3073.272759852568,131.23144334250443,41914.899537712234,299.9459197017833,43.21962050445576,158.74455385650546,1.0873016907710664
1340.0,1531.718461154696,3072.7384969047057,130.96244407004286,41492.093772573455,304.13149269068276,41.30599295078014,89.63150508476241,1.0790474287165854
1341.0,1536.2479721886411,3072.6572922426403,130.92678000511913,41594.594804686676,302.93961810636347,35.00472417567163,113.65199534468618,1.0391504295052962
1395.0,1588.9267746905052,3067.053810236128,129.69123205636112,65755.92018043905,302.86639198958096,60.824832693139534,114.96401683255006,0.8841236903518277
1423.0,1533.456250179694,3042.2579745294624,129.9039366608602,5850.308701611593,301.89260223526105,34.7849843757218,143.19648106548945,4.002148376415502
1424.0,1534.3606423229603,3045.6446581447153,131.52444336375373,21576.41901213355,295.23669715695434,37.487381374770635,128.7097706095675,1.6090920114754446
1446.0,1564.0103475528897,3098.289466577873,131.17651347118334,22809.34746065586,306.8403008362404,31.804155953576217,110.29624848428607,1.4722343378505172
1447.0,1567.691705698318,3099.9288233651205,136.10310129417553,5764.777604200938,302.2621671131794,29.879923763277354,106.99505016089091,3.9808360582688973
1448.0,1561.3977203758745,3097.6392748224234,127.98062991474671,22610.353281525473,307.8248184551529,36.666414058960804,106.91919339093161,1.4952549836406313
1449.0,1563.129297265508,3100.039542941952,131.60467335531052,23006.30413121432,306.67190336718505,40.52349413754972,136.63814730818268,1.5849566327134745
1450.0,1563.0269639253843,3099.2888206785738,130.74498057685955,22756.149640228967,302.0112895423075,35.90061123265779,140.46984908821378,1.519916326234927
1471.0,1577.5053552518104,3085.0517046061677,131.04114136979246,40897.13718782517,295.0931820215714,36.24242275553778,124.16379031166824,1.057950752257938
1472.0,1576.2072156557433,3082.899039308497,131.53379177014787,8131.5128833118115,299.99830246430923,33.90622927728115,145.3136712219477,3.1027460636880226
1473.0,1578.1036346116546,3082.3375385868626,132.05393142650897,43674.374238070086,303.6416565131709,40.14791180827028,98.33440623237836,1.0486565253210778
1474.0,1589.5606967705428,3031.586979025553,129.8324758890556,3157.049151445964,303.00437499175916,33.424126696963086,159.79913509785567,6.528528509186745
1503.0,1530.1649980733728,3046.537001809404,129.00177745249982,36080.230834025584,301.2368436472303,38.53356559818253,107.79775913713237,1.1365350347128507
1514.0,1545.2738579699178,3056.7441841793434,132.09025415822435,28684.922403781722,299.5976775399064,34.45301615619404,105.83878956667148,1.3122648717826488
1515.0,1543.1521939324657,3056.3970664126005,131.4365624647706,44446.08292953676,300.7607039402384,36.349696736309994,142.15807248869422,1.0106159425500079
1517.0,1586.5979112288346,3069.0035415020816,104.25009617920858,645.1895224175021,296.2979498512557,33.56788096524386,149.33826989708203,18.731983258689226
1518.0,1569.7652961270974,3087.4206923277516,128.24359895259468,10014.37494686085,296.5229751777908,35.5960265711884,161.6326888455275,2.6177532834729336
1563.0,1560.5072652056106,3070.869081061107,132.94513770663954,60019.484133757884,300.8952895194705,42.89157544529904,142.01054416783157,0.8838101963660132
1564.0,1564.4843567618423,3073.1448836742034,131.22900244727418,28965.068946826224,302.3716537912838,33.62707570431493,120.41763987396503,1.2865303448944052
1565.0,1560.2604807567309,3070.8274000945016,133.06721009500518,60474.82750233636,294.12731261021247,43.8509991547336,129.4422762236158,0.884711523725515
1587.0,1587.3629384751443,3040.498549761933,131.37464487019056,41607.864660718085,304.44584230777645,40.010298745865946,108.02943279455998,1.0729908892731723
1588.0,1582.3557154543028,3038.5848401558246,130.0490380848953,4333.07713301103,306.5640788217676,31.96180995182346,126.61758689613671,4.855698167739198
1589.0,1585.6744328302611,3040.2435545257026,130.19216370068565,41560.2864695405,306.6956270491604,36.411781792030325,112.69820157725853,1.0409215351873062
1590.0,1574.3845327752174,3054.2621630969415,130.84706337554894,13801.90104845377,301.5631712110309,35.09599402628293,128.74429098463642,2.120447048174125
1632.0,1546.8979143029665,3058.8579417520386,130.77076587711588,35100.07635351363,300.7703997383174,35.94646882534309,98.76589016379074,1.1559894303019655
1633.0,1551.9142168770065,3054.759487596256,130.04670420919584,22653.289496870686,304.393419492216,35.47591496023449,132.42521048455126,1.50862783160446
1634.0,1547.77143465682,3059.670568453282,130.0780693788302,34848.69250957821,294.0735703970228,42.42861427211678,148.67857720068025,1.2037148937871074
1635.0,1546.0900689677712,3057.809064964431,131.87849244102136,34686.25869952696,306.49217905961206,39.90491012651317,130.94408559932484,1.2072096024283798
1636.0,1546.616250006665,3057.9274705285206,132.99054814733614,35385.17727478154,294.42180940372526,33.155664093008355,97.33659068069606,1.153068169584256
1647.0,1541.9165246045586,3030.71215464061,131.8674149714243,16771.498736204325,292.753343406189,36.51059561463221,134.74437089466014,1.8993883917148748
1648.0,1541.32190925046,3024.7698585339667,132.45804535143768,6582.869927177069,310.396977213082,33.600202713610734,117.48896144379582,3.6780554538367145
1679.0,1544.8788820157413,3056.315711256616,131.18991316253437,27778.053217564673,296.8202131292233,43.9742960734428,156.75960482974358,1.429945130618938
1680.0,1545.5453181868866,3054.5628682657616,131.3731516257008,20802.417590030323,301.2447799596822,34.31286968489378,121.38161498647067,1.5992193381146358
1685.0,1538.840640345347,3078.9605842116125,116.18824131085509,1515.5108035225694,302.19629221320537,33.43721078145354,148.29476624957937,10.311039381154155
1694.0,1589.9311285374733,3067.9754339731467,131.25391579933552,43244.95599353723,298.6160220326976,36.86764008929917,101.58497206011936,1.0285173660719313
1695.0,1586.144154538807,3070.9543555544615,128.3483248252925,10162.1522008471,292.97078141248574,28.237109667542263,86.60858507312474,2.347124914884353
1696.0,1587.2563375588231,3069.4278625680063,131.68061727672588,43532.2591271869,298.3189877350253,45.47599172028449,152.9633287651387,1.0806364300583775
1740.0,1571.8216991887837,3029.3005611323383,129.93004565881205,4892.683025728696,295.9312000554163,34.31537182388982,150.44589378557325,4.593488198354965
1791.0,1557.1323153952878,3015.0022058877444,131.81085166564503,53889.58164179007,297.1182575279898,42.62772212634728,116.92901493945173,0.932641660087207
1792.0,1559.8679792468465,3015.5173862252327,131.1958971481344,29343.95008996497,299.14656951365896,34.354675727561364,115.59355706972184,1.2823877510594035
1793.0,1557.9921427640338,3015.0557665258452,130.892094175973,52736.615353616886,303.31791673622746,34.715969304877135,78.3242869751487,0.9028169971798314
1802.0,1571.6908043728758,3031.303424572264,130.78818816149192,18427.89666558447,296.6845744330684,35.54384376827611,134.3311605745518,1.7438289842152235
1803.0,1569.255770566348,3031.010172778137,131.32149711629262,11625.096697914094,296.800401061154,29.455308985141947,96.03862202924718,2.2416267012253432
1858.0,1555.9042644835836,3014.294550016798,130.1118721037642,21890.323536461965,307.34057006475956,30.857362779832012,104.54769525921797,1.4843396820011407
1859.0,1556.6351973575615,3011.61731717709,132.55985936307465,22022.917413820902,293.76693527394696,42.762540683423396,126.98443992883912,1.6839289066978185
1860.0,1556.0318959569836,3013.204995428075,130.63147672343155,21903.81144880483,304.8907575461807,33.20709048119543,107.0213682806614,1.520725668537133
1861.0,1557.3550613587095,3016.1982992584544,132.62308733017082,22698.22015267592,300.0447000399398,35.700462895843685,119.08433036271887,1.5476228879432858
1862.0,1556.068350676276,3014.1138071006067,133.41835526183502,22813.735820116242,289.5625957646792,37.085431772575056,154.85219433854184,1.573538216066105
1871.0,1541.1990500177917,3038.4373637716853,132.61573633446037,33729.60390694098,300.42075629452444,29.58181833911794,94.1698509297154,1.1574246219104007
1872.0,1527.7836166598909,3048.103899765518,131.19151736324565,7912.208471836145,302.9538312595076,32.248924405060954,129.26731495182,3.074313620865926
1873.0,1538.5417706839146,3039.218125507666,133.30473383966304,33453.66184564882,308.12973291474407,39.17613266145982,147.92917552023752,1.2455078454323325
1874.0,1543.5878661959,3028.389323713952,131.9638188475479,25250.38371864154,296.9978639112551,42.06653609840517,155.40059267191094,1.5133291228973773
1875.0,1541.6503906759458,3031.2213294832595,132.2016477073863,25086.363477443385,294.4359974764216,39.05834442982178,137.16708875596214,1.485042056292406
1876.0,1540.4469317653106,3031.898300276729,132.85642347600972,25018.169853976782,293.15299657982524,37.77743521645218,151.22645375211636,1.481119659773888
1886.0,1589.1930020422028,3037.661609348178,129.56646503807656,27432.49443795994,301.4873200224848,35.31859186715199,94.52471707910206,1.326759592529623
1887.0,1590.7296789865354,3043.678405543028,126.32505405769462,12256.93087478508,306.44190753977773,34.95218360397786,107.63921891232408,2.193398100308044
1941.0,1572.0090544371872,3028.411556963399,132.01868620193417,59646.938152098584,301.9649620602498,40.39248047313849,91.96824404087208,0.8700181402166008
1942.0,1572.9888854254832,3031.093263454241,132.68871742648025,26621.914291999667,297.804253539482,40.96567741664458,137.9806539120954,1.4572000435446895
1943.0,1572.0242160527923,3027.271327141754,130.84489139705073,60286.92564697213,294.9510024233878,40.12825803744802,143.03581085961133,0.85489258154381
2023.0,1517.5777268862025,3060.7213637242958,132.55135964284835,49736.73087902106,297.622436498099,55.701257480268374,118.935046234489,1.0627886027374882
2024.0,1520.3068179792258,3058.376592614975,127.58886244054274,4921.21931708374,305.39539379771117,26.9527681920423,88.8772384487824,3.853986749957101
2025.0,1514.5585133022819,3060.6361136114683,131.27210975423725,49399.14981357525,304.1269405728643,35.80946057431717,100.29106232644291,0.9455474250864183
2026.0,1518.1202199740212,3059.928274344339,130.90418727905828,49294.46317085644,304.37979143217837,42.40575770103744,95.39352878590702,0.9756339696456333
2027.0,1517.1584074778434,3059.1366491487715,131.92237065559388,49500.40820829627,306.3599201983743,40.78603988863075,130.22759825694706,0.9737233355152892
2028.0,1518.169748772361,3058.270482656526,130.41738769937672,49519.59232654385,302.5587006092434,56.99708148820233,166.58286993247333,1.051804630285095
2029.0,1516.6494636281438,3058.897722486526,130.70724213010502,49549.955003336574,297.5250834922813,41.735549462379666,114.26328724511909,0.9674348710563239
2030.0,1518.754019190105,3061.0817936917992,131.2763149886808,49064.03320271094,297.567359292857,50.875748558246364,149.51223837848872,1.029306424778212
2039.0,1556.7201301886876,3015.405341676599,132.02685954090325,49816.111294751805,298.79573609598685,54.7471811254565,115.72604068971513,1.0501978960170006
2040.0,1560.6781787392176,3013.409103600133,118.28090409050687,562.720233739753,304.94906916909315,29.001544393745622,108.20258557419612,23.74702115541502
2041.0,1557.6196404223867,3015.0793338610174,131.7446160609587,50166.45055892591,301.25955213979404,38.65691799207662,106.77143751253263,0.9539922910675233
2042.0,1558.472766216184,3014.612799114568,130.9204045191816,49846.74183136694,299.29635846824823,33.98382953853871,109.13374710000436,0.929823769095347
2043.0,1554.6249395326242,3017.001973646389,131.50828831616244,49677.20702603434,298.4483220494386,46.685127765566335,157.24766687927195,0.9992735206895713
2044.0,1557.5288759954155,3016.656196134534,130.50726127886065,49835.12778962333,296.15143994113856,43.796336588610686,140.30965354413533,0.9727832311782654
2115.0,1571.0166968813523,3028.464604879851,130.70354613356483,19599.882373311626,298.001478896743,35.41964676517593,129.00349305490676,1.6696550895404454
2166.0,1563.259145688431,3102.3686419844953,130.19905503422657,26894.66445210231,308.3128010063111,37.53640620445987,129.00128067018565,1.3745816232658374
2198.0,1546.0194663153852,3055.7799511016274,131.29891479135742,62083.24346955758,303.24121874784953,43.51703357587982,100.12024742060419,0.8562021396432576
2199.0,1542.3450332915934,3058.54231518839,130.29198664920676,34974.00458374703,307.17322039642505,37.16875070415672,110.48693156745841,1.162464545226844
2200.0,1546.651202923986,3058.185310430042,131.37344139511103,62198.037636620946,302.8574224204939,42.97680942143469,140.26631669214575,0.8537487484107378
2306.0,1557.778586865566,3068.9879874834946,131.9067660838751,22927.722659084633,298.207842502902,31.065910146529546,117.72471868994309,1.4684879558563348
2311.0,1556.9359459437485,3014.992748433382,130.68233969049135,35753.867411805935,295.3072915131121,37.59154612127464,118.12583970694735,1.1539020242889189
2312.0,1552.5725412540369,3014.457581288999,139.12169700422214,7610.72020141106,298.89602809120805,28.90851467806542,96.35568002131859,3.266903922978078
2313.0,1556.2055349588306,3015.107879791105,130.74503584614806,35893.22444607288,300.2218382909359,46.856347555286746,117.40823205492462,1.2250851803577973
2324.0,1544.7356956412693,3027.6804732466635,131.07381566587694,9670.619023404028,301.852169577556,29.946529369941764,101.6794938767194,2.5597738474830143
2370.0,1561.6042130654969,3071.9089023648294,132.35167053757476,39375.449848636774,304.37839625078664,35.12625132569972,98.95687566846894,1.0879586328891022
2371.0,1562.2348384622546,3070.8106405796025,130.72264255115246,17245.01153457979,303.9275185781723,37.16873877170871,130.43194268048876,1.8540019539606358
2372.0,1561.844438357511,3070.8562935958507,131.29908178457177,38998.56629972536,305.49051347042325,46.72161462637443,118.35665995189376,1.1651561355548137
